1743758780: mosquitto version 2.0.21 starting
1743758780: Config loaded from /mosquitto/config/mosquitto.conf.
1743758780: Opening ipv4 listen socket on port 1883.
1743758780: Opening ipv6 listen socket on port 1883.
1743758780: mosquitto version 2.0.21 running
1743758781: New connection from 172.18.0.3:54035 on port 1883.
1743758781: New client connected from 172.18.0.3:54035 as auto-F6C553BD-6AB4-A512-0D90-661F654AEE12 (p2, c1, k60).
1743758781: No will message specified.
1743758781: Sending CONNACK to auto-F6C553BD-6AB4-A512-0D90-661F654AEE12 (0, 0)
1743758781: Received PUBLISH from auto-F6C553BD-6AB4-A512-0D90-661F654AEE12 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934500: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934500: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934500: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934500: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934500: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934500: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934500: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934500: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934501: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934501: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934501: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934501: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934501: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743934501: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934501: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934501: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934501: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934501: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934502: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743934502: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934502: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934502: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934502: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934502: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934502: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934502: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934502: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934502: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934503: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934503: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934503: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934503: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934503: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934503: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934503: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934503: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934503: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934503: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934504: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934504: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934504: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934504: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934504: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934504: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743934504: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934504: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (167 bytes))
1743934504: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934504: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934505: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934505: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934505: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934505: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934505: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934505: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934505: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934505: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934505: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934505: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934506: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934506: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934506: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934506: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934506: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934506: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934506: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934506: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934506: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934506: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934507: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934507: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934507: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934507: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934507: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934507: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934507: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934507: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934507: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934507: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934508: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934508: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934508: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934508: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934508: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934508: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934508: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934508: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934508: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934508: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934509: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934509: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934509: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934509: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934509: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934509: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934509: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934509: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934509: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934510: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934510: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934510: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934510: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (167 bytes))
1743934510: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934510: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934510: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934510: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934510: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934510: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934511: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934511: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934511: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934511: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934511: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934511: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934511: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934511: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934511: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934511: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934512: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934512: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743934512: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934512: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743934512: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934512: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934512: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934512: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934512: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934512: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934513: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934513: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934513: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934513: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934513: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934513: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934513: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934513: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934513: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934513: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934514: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743934514: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934514: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934514: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934514: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934514: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934514: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743934514: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934514: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934514: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934515: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934515: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934515: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934515: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934515: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934515: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934515: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934515: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934515: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934515: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743934516: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934516: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743934516: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934516: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934516: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934516: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934516: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743934516: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743934516: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934516: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934517: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934517: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743934517: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743934517: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (167 bytes))
1743934517: Received PUBLISH from auto-0A98E7C8-D664-71D2-B7BF-9ECEA664E88C (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
